,label_ko,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name
52,유동부채,20221231,27826686641.0,20230814001535,반기보고서 (2023.06),20230814,2023-08-14,8500,146542,일정실업
53,비유동부채,20221231,61019664.0,20230814001535,반기보고서 (2023.06),20230814,2023-08-14,8500,146542,일정실업
54,부채총계,20221231,27887706305.0,20230814001535,반기보고서 (2023.06),20230814,2023-08-14,8500,146542,일정실업
55,자본총계,20221231,4351127451.0,20230814001535,반기보고서 (2023.06),20230814,2023-08-14,8500,146542,일정실업
56,유동자산,20220630,22742323269.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
57,비유동자산,20220630,21792201943.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
58,자산총계,20220630,44534525212.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
59,유동부채,20220630,30537026787.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
60,비유동부채,20220630,0.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
61,부채총계,20220630,30537026787.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
62,자본총계,20220630,13997498425.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
63,유동자산,20211231,18660557218.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
64,비유동자산,20211231,22684432759.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
65,자산총계,20211231,41344989977.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
66,유동부채,20211231,19774043376.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
67,비유동부채,20211231,3000000000.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
68,부채총계,20211231,22774043376.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
69,자본총계,20211231,18570946601.0,20220816002301,반기보고서 (2022.06),20220816,2022-08-16,8500,146542,일정실업
70,유동자산,20230930,14473643019.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
71,비유동자산,20230930,17585884159.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
72,자산총계,20230930,32059527178.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
73,유동부채,20230930,26293876154.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
74,비유동부채,20230930,3050000000.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
75,부채총계,20230930,29343876154.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
76,자본총계,20230930,2715651024.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
77,유동자산,20221231,13594611188.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
78,비유동자산,20221231,18644222568.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
79,자산총계,20221231,32238833756.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
80,유동부채,20221231,27826686641.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
81,비유동부채,20221231,61019664.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
82,부채총계,20221231,27887706305.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
83,자본총계,20221231,4351127451.0,20231114001189,분기보고서 (2023.09),20231114,2023-11-14,8500,146542,일정실업
84,유동자산,20230331,15076142767.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
85,비유동자산,20230331,18328931867.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
86,자산총계,20230331,33405074634.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
87,유동부채,20230331,30212471390.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
88,비유동부채,20230331,50000000.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
89,부채총계,20230331,30262471390.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
90,자본총계,20230331,3142603244.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
91,유동자산,20221231,13594611188.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
92,비유동자산,20221231,18644222568.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
93,자산총계,20221231,32238833756.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
94,유동부채,20221231,27826686641.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
95,비유동부채,20221231,61019664.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
96,부채총계,20221231,27887706305.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
97,자본총계,20221231,4351127451.0,20230512000926,분기보고서 (2023.03),20230512,2023-05-12,8500,146542,일정실업
98,유동자산,20220930,20893366399.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
99,비유동자산,20220930,21755049481.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
100,자산총계,20220930,42648415880.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
101,유동부채,20220930,28904845406.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
102,비유동부채,20220930,0.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
103,부채총계,20220930,28904845406.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
104,자본총계,20220930,13743570474.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
105,유동자산,20211231,18660557218.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
106,비유동자산,20211231,22684432759.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
107,자산총계,20211231,41344989977.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
108,유동부채,20211231,20274043376.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
109,비유동부채,20211231,2500000000.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
110,부채총계,20211231,22774043376.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
111,자본총계,20211231,18570946601.0,20221114002757,분기보고서 (2022.09),20221114,2022-11-14,8500,146542,일정실업
112,유동자산,20220331,27117674086.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
113,비유동자산,20220331,22243836732.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
114,자산총계,20220331,49361510818.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
115,유동부채,20220331,29938019995.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
116,비유동부채,20220331,2500000000.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
117,부채총계,20220331,32438019995.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
118,자본총계,20220331,16923490823.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
119,유동자산,20211231,18660557218.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
120,비유동자산,20211231,22684432759.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
121,자산총계,20211231,41344989977.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
122,유동부채,20211231,20274043376.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
123,비유동부채,20211231,2500000000.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
124,부채총계,20211231,22774043376.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
125,자본총계,20211231,18570946601.0,20220516002727,분기보고서 (2022.03),20220516,2022-05-16,8500,146542,일정실업
133,유동자산,20221231,30927207710.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
134,비유동자산,20221231,45318917199.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
135,자산총계,20221231,76246124909.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
136,유동부채,20221231,50790972728.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
137,비유동부채,20221231,7584908635.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
138,부채총계,20221231,58375881363.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
139,자본총계,20221231,17870243546.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
140,유동자산,20211231,33926678068.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
141,비유동자산,20211231,45372567873.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
142,자산총계,20211231,79299245941.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
143,유동부채,20211231,55625237254.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
144,비유동부채,20211231,4633953026.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
145,부채총계,20211231,60259190280.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
146,자본총계,20211231,19040055661.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
147,유동자산,20201231,29764724941.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
148,비유동자산,20201231,43471299548.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
149,자산총계,20201231,73236024489.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
150,유동부채,20201231,44660686387.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
151,비유동부채,20201231,4588013361.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
152,부채총계,20201231,49248699748.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
153,자본총계,20201231,23987324741.0,20230320000316,사업보고서 (2022.12),20230320,2023-03-20,71950,210856,코아스
161,유동자산,20211231,33926678068.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
162,비유동자산,20211231,45372567873.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
163,자산총계,20211231,79299245941.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
164,유동부채,20211231,55625237254.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
165,비유동부채,20211231,4633953026.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
166,부채총계,20211231,60259190280.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
167,자본총계,20211231,19040055661.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
168,유동자산,20201231,29764724941.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
169,비유동자산,20201231,43471299548.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
170,자산총계,20201231,73236024489.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
171,유동부채,20201231,44660686387.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
172,비유동부채,20201231,4588013361.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
173,부채총계,20201231,49248699748.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
174,자본총계,20201231,23987324741.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
175,유동자산,20191231,35843533394.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
176,비유동자산,20191231,41470805959.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
177,자산총계,20191231,77314339353.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
178,유동부채,20191231,46627238289.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
179,비유동부채,20191231,5366881234.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
180,부채총계,20191231,51994119523.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
181,자본총계,20191231,25320219830.0,20220318000115,사업보고서 (2021.12),20220318,2022-03-18,71950,210856,코아스
189,유동자산,20230630,26261798884.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
190,비유동자산,20230630,44256150040.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
191,자산총계,20230630,70517948924.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
192,유동부채,20230630,46957025588.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
193,비유동부채,20230630,7237303481.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
194,부채총계,20230630,54194329069.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
195,자본총계,20230630,16323619855.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
196,유동자산,20221231,30927207710.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
197,비유동자산,20221231,45318917199.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
198,자산총계,20221231,76246124909.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
199,유동부채,20221231,50790972728.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
200,비유동부채,20221231,7584908635.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
201,부채총계,20221231,58375881363.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
202,자본총계,20221231,17870243546.0,20230811000288,반기보고서 (2023.06),20230811,2023-08-11,71950,210856,코아스
210,유동자산,20220630,32238192594.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
211,비유동자산,20220630,44908521763.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
212,자산총계,20220630,77146714357.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
213,유동부채,20220630,52838398962.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
214,비유동부채,20220630,4883472729.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
215,부채총계,20220630,57721871691.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
216,자본총계,20220630,19424842666.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
217,유동자산,20211231,33926678068.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
218,비유동자산,20211231,45372567873.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
219,자산총계,20211231,79299245941.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
220,유동부채,20211231,55625237254.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
221,비유동부채,20211231,4633953026.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
222,부채총계,20211231,60259190280.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
223,자본총계,20211231,19040055661.0,20220812000557,반기보고서 (2022.06),20220812,2022-08-12,71950,210856,코아스
231,유동자산,20230930,28540021919.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
232,비유동자산,20230930,43799742035.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
233,자산총계,20230930,72339763954.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
234,유동부채,20230930,49762354039.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
235,비유동부채,20230930,6724990876.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
236,부채총계,20230930,56487344915.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
237,자본총계,20230930,15852419039.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
238,유동자산,20221231,30927207710.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
239,비유동자산,20221231,45318917199.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
240,자산총계,20221231,76246124909.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
241,유동부채,20221231,50790972728.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
242,비유동부채,20221231,7584908635.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
243,부채총계,20221231,58375881363.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
244,자본총계,20221231,17870243546.0,20231114000479,분기보고서 (2023.09),20231114,2023-11-14,71950,210856,코아스
252,유동자산,20230331,28029260711.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
253,비유동자산,20230331,44751020573.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
254,자산총계,20230331,72780281284.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
255,유동부채,20230331,46982406412.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
256,비유동부채,20230331,7592786848.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
257,부채총계,20230331,54575193260.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
258,자본총계,20230331,18205088024.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
259,유동자산,20221231,30927207710.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
260,비유동자산,20221231,45318917199.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
261,자산총계,20221231,76246124909.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
262,유동부채,20221231,50790972728.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
263,비유동부채,20221231,7584908635.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
264,부채총계,20221231,58375881363.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
265,자본총계,20221231,17870243546.0,20230512000141,분기보고서 (2023.03),20230512,2023-05-12,71950,210856,코아스
273,유동자산,20220930,32701689778.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
274,비유동자산,20220930,45151213366.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
275,자산총계,20220930,77852903144.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
276,유동부채,20220930,51231568585.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
277,비유동부채,20220930,7387271854.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
278,부채총계,20220930,58618840439.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
279,자본총계,20220930,19234062705.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
280,유동자산,20211231,33926678068.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
281,비유동자산,20211231,45372567873.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
282,자산총계,20211231,79299245941.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
283,유동부채,20211231,55625237254.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
284,비유동부채,20211231,4633953026.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
285,부채총계,20211231,60259190280.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
286,자본총계,20211231,19040055661.0,20221111000251,분기보고서 (2022.09),20221111,2022-11-11,71950,210856,코아스
294,유동자산,20220331,37274845248.0,20220513000589,분기보고서 (2022.03),20220513,2022-05-13,71950,210856,코아스
295,비유동자산,20220331,45726412468.0,20220513000589,분기보고서 (2022.03),20220513,2022-05-13,71950,210856,코아스
