,concept_id,label_ko,label_en,class0,class1,class2,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name,class3,class4,comment
3045,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220630,772064145742.0,20230922000499,[기재정정]반기보고서 (2023.06),20230922,20230922,000150,00117212,두산,,,
3046,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230401-20230630,4071797576618.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3047,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230401-20230630,896542135127.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3048,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230401-20230630,384525501423.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3049,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230101-20230630,7670133490789.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3050,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230101-20230630,1649328426165.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3051,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230101-20230630,799130871538.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3052,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220401-20220630,3600892532671.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3053,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220401-20220630,758932487068.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3054,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220401-20220630,390691469115.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3055,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220630,6376748954501.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3056,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220630,1326510507627.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3057,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220630,772064145742.0,20230814002153,반기보고서 (2023.06),20230814,20230814,000150,00117212,두산,,,
3058,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230101-20230331,3598335914171.0,20230515002106,분기보고서 (2023.03),20230515,20230515,000150,00117212,두산,,,
3059,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230101-20230331,752786291038.0,20230515002106,분기보고서 (2023.03),20230515,20230515,000150,00117212,두산,,,
3060,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230101-20230331,414605370115.0,20230515002106,분기보고서 (2023.03),20230515,20230515,000150,00117212,두산,,,
3061,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220331,2775856421830.0,20230515002106,분기보고서 (2023.03),20230515,20230515,000150,00117212,두산,,,
3062,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220331,567578020559.0,20230515002106,분기보고서 (2023.03),20230515,20230515,000150,00117212,두산,,,
3063,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220331,381372676626.0,20230515002106,분기보고서 (2023.03),20230515,20230515,000150,00117212,두산,,,
3064,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20221231,14157713085775.0,20230321001440,사업보고서 (2022.12),20230321,20230321,000150,00117212,두산,,,
3065,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20221231,2838047017235.0,20230321001440,사업보고서 (2022.12),20230321,20230321,000150,00117212,두산,,,
3066,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20221231,1712018290813.0,20230321001440,사업보고서 (2022.12),20230321,20230321,000150,00117212,두산,,,
3067,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20211231,10644568825480.0,20230321001440,사업보고서 (2022.12),20230321,20230321,000150,00117212,두산,,,
3068,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20211231,2206916966537.0,20230321001440,사업보고서 (2022.12),20230321,20230321,000150,00117212,두산,,,
3069,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20211231,1285859565563.0,20230321001440,사업보고서 (2022.12),20230321,20230321,000150,00117212,두산,,,
3070,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20200101-20201231,9653255459891.0,20230321001440,사업보고서 (2022.12),20230321,20230321,000150,00117212,두산,,,
3071,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20200101-20201231,1447001678886.0,20230321001440,사업보고서 (2022.12),20230321,20230321,000150,00117212,두산,,,
3072,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20200101-20201231,1497841328108.0,20230321001440,사업보고서 (2022.12),20230321,20230321,000150,00117212,두산,,,
3073,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220701-20220930,3639225673022.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3074,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220701-20220930,749028234632.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3075,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220701-20220930,408396642669.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3076,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220930,10015974627523.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3077,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220930,2075538742259.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3078,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220930,1180460788411.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3079,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210701-20210930,2690658095921.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3080,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210701-20210930,571481379209.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3081,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210701-20210930,332915676684.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3082,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20210930,7474828650692.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3083,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20210930,1661194368683.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3084,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20210930,894149651977.0,20221114002499,분기보고서 (2022.09),20221114,20221114,000150,00117212,두산,,,
3085,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220401-20220630,3591061319570.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3086,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220401-20220630,758318342212.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3087,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220401-20220630,390432158667.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3088,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220630,6376748954501.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3089,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220630,1326510507627.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3090,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220630,772064145742.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3091,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210401-20210630,2458220692092.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3092,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210401-20210630,538313055415.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3093,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210401-20210630,276268027245.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3094,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20210630,4784170554771.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3095,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20210630,1089712989474.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3096,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20210630,561233975292.0,20220816001259,반기보고서 (2022.06),20220816,20220816,000150,00117212,두산,,,
3097,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220331,2846465430298.0,20220516001992,분기보고서 (2022.03),20220516,20220516,000150,00117212,두산,,,
3098,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220331,573049852190.0,20220516001992,분기보고서 (2022.03),20220516,20220516,000150,00117212,두산,,,
3099,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220331,385229880371.0,20220516001992,분기보고서 (2022.03),20220516,20220516,000150,00117212,두산,,,
3100,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20210331,2374558438245.0,20220516001992,분기보고서 (2022.03),20220516,20220516,000150,00117212,두산,,,
3101,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20210331,555170103527.0,20220516001992,분기보고서 (2022.03),20220516,20220516,000150,00117212,두산,,,
3102,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20210331,288164741777.0,20220516001992,분기보고서 (2022.03),20220516,20220516,000150,00117212,두산,,,
3103,ifrs-full_CostOfSales,매출원가,Cost of sales,당기손익 [개요],매출원가,,20230701-20230930,494863420862.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3104,ifrs-full_GrossProfit,매출총이익,Gross profit,당기손익 [개요],매출총이익,,20230701-20230930,150573916531.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3105,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,당기손익 [개요],판매비와관리비,,20230701-20230930,97064151186.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3106,dart_OperatingIncomeLoss,영업이익,Operating Income,당기손익 [개요],영업이익,,20230701-20230930,53509765345.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3107,ifrs-full_CostOfSales,매출원가,Cost of sales,당기손익 [개요],매출원가,,20230101-20230930,1462608638586.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3108,ifrs-full_GrossProfit,매출총이익,Gross profit,당기손익 [개요],매출총이익,,20230101-20230930,464132826545.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3109,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,당기손익 [개요],판매비와관리비,,20230101-20230930,293572948533.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3110,dart_OperatingIncomeLoss,영업이익,Operating Income,당기손익 [개요],영업이익,,20230101-20230930,170559878012.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3111,ifrs-full_CostOfSales,매출원가,Cost of sales,당기손익 [개요],매출원가,,20220701-20220930,469545245954.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3112,ifrs-full_GrossProfit,매출총이익,Gross profit,당기손익 [개요],매출총이익,,20220701-20220930,152324240044.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3113,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,당기손익 [개요],판매비와관리비,,20220701-20220930,96877936913.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3114,dart_OperatingIncomeLoss,영업이익,Operating Income,당기손익 [개요],영업이익,,20220701-20220930,55446303131.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3115,ifrs-full_CostOfSales,매출원가,Cost of sales,당기손익 [개요],매출원가,,20220101-20220930,1385228542177.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3116,ifrs-full_GrossProfit,매출총이익,Gross profit,당기손익 [개요],매출총이익,,20220101-20220930,452616377872.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3117,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,당기손익 [개요],판매비와관리비,,20220101-20220930,286128388010.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3118,dart_OperatingIncomeLoss,영업이익,Operating Income,당기손익 [개요],영업이익,,20220101-20220930,166487989862.0,20231114001553,분기보고서 (2023.09),20231114,20231114,012750,00158501,에스원,,,
3119,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230401-20230630,494413171868.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3120,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230401-20230630,154263150750.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3121,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230401-20230630,99720836072.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3122,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20230401-20230630,54542314678.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3123,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230101-20230630,967745217724.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3124,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230101-20230630,313558910014.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3125,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230101-20230630,196508797347.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3126,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20230101-20230630,117050112667.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3127,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220401-20220630,475642039335.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3128,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220401-20220630,149862375781.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3129,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220401-20220630,96560572311.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3130,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20220401-20220630,53301803470.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3131,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220630,915683296223.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3132,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220630,300292137828.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3133,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220630,189250451097.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3134,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20220101-20220630,111041686731.0,20230814002222,반기보고서 (2023.06),20230814,20230814,012750,00158501,에스원,,,
3135,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230101-20230331,473332045856.0,20230515000896,분기보고서 (2023.03),20230515,20230515,012750,00158501,에스원,,,
3136,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230101-20230331,159295759264.0,20230515000896,분기보고서 (2023.03),20230515,20230515,012750,00158501,에스원,,,
3137,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230101-20230331,96787961275.0,20230515000896,분기보고서 (2023.03),20230515,20230515,012750,00158501,에스원,,,
3138,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20230101-20230331,62507797989.0,20230515000896,분기보고서 (2023.03),20230515,20230515,012750,00158501,에스원,,,
3139,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220331,440041256888.0,20230515000896,분기보고서 (2023.03),20230515,20230515,012750,00158501,에스원,,,
3140,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220331,150429762047.0,20230515000896,분기보고서 (2023.03),20230515,20230515,012750,00158501,에스원,,,
3141,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220331,92689878786.0,20230515000896,분기보고서 (2023.03),20230515,20230515,012750,00158501,에스원,,,
3142,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20220101-20220331,57739883261.0,20230515000896,분기보고서 (2023.03),20230515,20230515,012750,00158501,에스원,,,
3143,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20221231,1876917910496.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3144,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20221231,591042366077.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3145,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20221231,386903461787.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3146,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20220101-20221231,204138904290.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3147,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20211231,1756970435411.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3148,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20211231,555518623593.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3149,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20211231,375853679446.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3150,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20210101-20211231,179664944147.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3151,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20200101-20201231,1672120747514.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3152,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20200101-20201231,551219761826.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3153,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20200101-20201231,346757073614.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3154,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20200101-20201231,204462688212.0,20230307000691,사업보고서 (2022.12),20230307,20230307,012750,00158501,에스원,,,
3155,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220701-20220930,469545245954.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3156,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220701-20220930,152324240044.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3157,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220701-20220930,96877936913.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3158,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20220701-20220930,55446303131.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3159,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220930,1385228542177.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3160,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220930,452616377872.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3161,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220930,286128388010.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3162,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20220101-20220930,166487989862.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3163,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210701-20210930,428990222344.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3164,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210701-20210930,144767940084.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3165,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210701-20210930,93522559188.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3166,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20210701-20210930,51245380896.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3167,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20210930,1279227202114.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3168,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20210930,437596706443.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3169,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20210930,269523010610.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3170,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20210101-20210930,168073695833.0,20221114002134,분기보고서 (2022.09),20221114,20221114,012750,00158501,에스원,,,
3171,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220401-20220630,475642039335.0,20220816002313,반기보고서 (2022.06),20220816,20220816,012750,00158501,에스원,,,
3172,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220401-20220630,149862375781.0,20220816002313,반기보고서 (2022.06),20220816,20220816,012750,00158501,에스원,,,
3173,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220401-20220630,96560572311.0,20220816002313,반기보고서 (2022.06),20220816,20220816,012750,00158501,에스원,,,
3174,dart_OperatingIncomeLoss,영업이익,Operating Income,손익계산서 [abstract],영업이익,,20220401-20220630,53301803470.0,20220816002313,반기보고서 (2022.06),20220816,20220816,012750,00158501,에스원,,,
